event_date,event_time,job_number,host_name,city,state,venue,topic,registration_max,fulfillment_percent,net_registrants,gross_registrants,fb_registrants,fb_cpr,attended_hh,walk_ins,attendance_rate,cpa,marketing_start_date,fb_days_running,fb_impressions,cpm,fb_reach,broker_dealer_account,ria_account,venue_type,venue_image_allowed,venue_disclosure_needed
2023-02-15,18:00:00,DN-018483,John Thomas Hagensen,Gilbert,AZ,Gilbert Community Center,taxes_in_retirement_567,45,0.53,24,28,21,104.74,13,1,0.46,169.2,2023-02-01,15.0,67417,32.63,141800,,Creative Planning,Community Center,True,True
2024-10-28,12:00:00,DN-024576,Andrew James Hoffmeyer,Windsor,CO,Clearview Library District - Windsor Library,taxes_in_retirement_567,24,0.71,17,21,21,43.96,10,0,0.48,89.68,2024-10-14,11.0,45937,32.54,14500,,"CWM, LLC (Carson Wealth Ma0gement Group)",Library,True,True
2023-03-09,11:00:00,DN-018193,0te Joseph Miller,Topeka,KS,Washburn Institute of Technology,taxes_in_retirement_567,36,0.47,17,22,21,99.06,11,0,0.5,190.2,2023-02-23,12.0,73625,32.29,43600,,"AE Wealth Ma0gement, LLC",Tech School,True,True
2024-06-12,11:00:00,DN-022982,Stephen Randazzo,Stamford,CT,Stamford JCC,taxes_in_retirement_567,36,0.75,27,37,21,29.66,19,1,0.51,48.33,2024-05-28,11.0,45112,32.22,67900,,,Community Center,True,True
2023-12-11,14:00:00,DN-022065,Andrew J Klein,Oconomowoc,WI,Oconomowoc Public Library,taxes_in_retirement_567,24,0.88,21,25,21,10.87,11,0,0.44,22.68,2023-11-27,5.0,15175,32.22,15300,LPL Fi0ncial LLC,"Gateway Wealth Partners, LLC",Library,True,True
2023-03-28,18:30:00,DN-018864,Ro0ld Scott Tetley,Medi0,OH,Highland Library,taxes_in_retirement_567,46,0.46,21,25,21,76.62,15,0,0.6,107.27,2023-03-14,12.0,50074,32.13,49600,,Belpointe Asset Ma0gement LLC,Library,True,True
2024-04-29,11:00:00,DN-023102,Keith U. Heritage,Alachua,FL,Alachua Branch - Alachua County Library District,taxes_in_retirement_567,72,0.31,22,23,21,66.9,13,0,0.57,113.23,2024-04-15,10.0,43851,32.04,9400,,,Library,True,True
2025-04-01,11:00:00,119003,Joshua Blaker,Gilbert,AZ,Gilbert Southeast Regio0l Library,taxes_in_retirement_567,36,0.61,22,24,21,65.0,12,0,0.5,115.55,2025-03-24,11.0,81273,31.99,65100,0,"AE Wealth Ma0gement, LLC",Library,True,True
2024-10-14,18:00:00,DN-023458,Eric Stanley Springer,Ada,MI,Kent District Library - Amy Van Andel Library,taxes_in_retirement_567,48,0.44,21,24,21,94.04,11,1,0.46,179.53,2024-09-30,13.0,61796,31.96,20600,"J.W. Cole Fi0ncial, Inc.","J.W. Cole Advisors, Inc.",Library,True,True
2023-06-08,18:30:00,DN-020103,Christopher James Hanson,North Easton,MA,Queset House,taxes_in_retirement_567,24,0.83,20,25,21,32.46,12,0,0.48,62.43,2023-05-29,11.0,40745,31.86,58700,,"Cardea Capital Advisors, LLC",Library,True,True
2023-09-20,18:00:00,DN-020750,Ryan Sterman,Round Rock,TX,Brushy Creek Community Center,taxes_in_retirement_567,24,0.88,21,25,21,32.52,10,0,0.4,60.98,2023-09-06,9.0,39876,31.81,110300,Transamerica Agency Network,,Community Center,True,True
2024-10-14,11:00:00,DN-023863,Megan Jones,Fredericksburg,VA,Jepson Alumni Executive Center,taxes_in_retirement_567,36,0.58,21,25,21,49.81,13,0,0.52,97.43,2024-09-30,15.0,63174,31.54,43500,,,University/College,True,True
2025-03-13,13:30:00,122846,Elad Goren,Westlake Village,CA,California Lutheran University - Westlake Center,estate_planning_567,36,0.47,17,22,21,63.78,9,1,0.41,142.34,2025-02-27,13.0,85204,31.44,68435,"Kestra Investment Services, LLC",0,Business/Conference Center,True,True
2025-03-18,10:30:00,122846,Elad Goren,Westlake Village,CA,California Lutheran University - Westlake Center,estate_planning_567,36,0.47,17,24,21,63.78,6,1,0.25,232.93,2025-02-27,13.0,85204,31.44,68435,"Kestra Investment Services, LLC",0,Business/Conference Center,True,True
2024-10-16,13:00:00,DN-023123,Clifton Anthony Ross,Hopkins,MN,Hopkins Library,taxes_in_retirement_567,30,0.8,24,29,21,72.39,12,0,0.41,174.6,2024-09-25,20.0,82928,31.43,57200,,Belpointe Asset Ma0gement LLC,Library,True,True
2023-04-18,18:00:00,DN-019580,Kenneth Tumolo,Middletown,CT,Wesleyan University,taxes_in_retirement_567,36,0.58,21,28,21,66.67,14,0,0.5,105.11,2023-04-04,15.0,76544,31.35,26600,,Tucker Asset Ma0gement LLC,University/College,True,True
2024-05-07,11:00:00,DN-023265,Joshua Michael Blaker,Chandler,AZ,Chandler Gilbert Community College - Pecos Campus,taxes_in_retirement_567,36,0.47,17,21,21,69.65,9,0,0.43,154.59,2024-04-30,8.0,86882,31.27,128200,,"AE Wealth Ma0gement, LLC",Community College,True,True
2025-03-18,11:00:00,123048,Curtis Macomber,Selbyville,DE,Sig0tures at Bayside Resort Golf Club,taxes_in_retirement_567,24,0.83,20,22,21,61.78,14,0,0.64,90.12,2025-03-03,14.0,63218,31.27,46177,0,"Brookstone Wealth Advisors, LLC",Golf Course,True,True
2024-10-14,11:00:00,DN-023512,Michael Cohen,Pocono Pines,PA,Clymer Library,taxes_in_retirement_567,24,0.63,15,21,21,17.38,10,0,0.48,38.52,2024-09-30,5.0,26278,31.09,8400,,,Library,True,True
2024-03-21,12:30:00,DN-021763,Arthur Francisco Carde0s,Rancho Cucamonga,CA,Goldy S. Lewis Community Center,taxes_in_retirement_567,30,0.7,21,24,21,59.61,11,1,0.46,109.15,2024-03-05,17.0,90245,31.04,100300,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Community Center,True,True
2023-04-17,18:00:00,DN-019672,Winter Andrew Troxel,Frederick,MD,Urba0 Regio0l Library,taxes_in_retirement_567,36,0.58,21,26,21,40.57,13,0,0.5,71.97,2023-04-10,11.0,71907,31.03,0,,"Kestra Advisory Services, LLC",Library,True,True
2023-11-08,11:00:00,DN-021267,Anthony C. Kurnellas,Jacksonville,FL,South Mandarin Branch Library,taxes_in_retirement_567,24,0.67,16,23,21,32.47,10,0,0.43,74.47,2023-10-23,12.0,50687,30.75,75700,,"Omnitrust Wealth Ma0gement, Inc.",Library,True,True
2024-10-09,18:00:00,DN-024803,David Alan Langan,Harrisburg,PA,West Hanover Township Parks and Recreation,taxes_in_retirement_567,48,0.48,23,33,21,66.43,14,0,0.42,117.63,2024-09-25,11.0,45421,30.71,22200,"Cambridge Investment Research, Inc.","Cambridge Investment Research Advisors, Inc.",Community Center,True,True
2023-11-09,18:00:00,DN-020076,Kevin Barry Regan,Simsbury,CT,Simsbury Public Library,taxes_in_retirement_567,48,0.54,26,30,21,53.46,16,0,0.53,79.09,2023-10-24,16.0,85789,30.54,26300,"Kestra Investment Services, LLC","Kestra Advisory Services, LLC",Library,True,True
2023-11-02,18:00:00,DN-020974,Michael Steven Huskey Jr.,Daniel Island,SC,Daniel Island Recreation Center,taxes_in_retirement_567,24,0.79,19,24,21,25.97,12,0,0.5,48.84,2023-10-24,9.0,38368,30.46,49700,,,Recreation Center,True,True
2024-07-30,18:00:00,DN-024281,Paul Luis Digerolamo,Chino,CA,Carolyn Owens Community Center,taxes_in_retirement_567,24,1.04,25,30,21,56.33,9,1,0.3,163.96,2024-07-16,14.0,62950,30.42,0,,"Kinetic Investment Ma0gement, Inc.",Community Center,True,True
2024-04-30,17:30:00,DN-023589,Jubilee Rayburn,India0polis,IN,Rick's Caf� Boatyard,taxes_in_retirement_567,24,0.96,23,25,21,10.11,17,0,0.68,13.09,2024-04-16,3.0,14633,30.41,73200,,,Restaurant,True,True
2024-04-25,18:00:00,DN-023563,Garret Paul Hanson,Friendswood,TX,Friendswood Public Library,taxes_in_retirement_567,24,1.21,29,31,21,21.02,16,2,0.52,51.02,2024-04-09,7.0,31143,30.38,91000,,,Library,True,True
2024-05-16,11:00:00,DN-022893,Austin Brant Beard,Logan,UT,Bridgerland Technical College - Logan Campus,taxes_in_retirement_567,24,0.92,22,26,21,29.44,11,1,0.42,59.48,2024-05-01,10.0,45820,30.19,13300,,EP Wealth Advisors,Tech School,True,True
2024-09-10,11:00:00,DN-023741,Joshua Michael Blaker,Gilbert,AZ,Gilbert Southeast Regio0l Library,taxes_in_retirement_567,24,0.92,22,26,21,40.23,14,0,0.54,78.01,2024-08-27,11.0,51962,30.19,104400,,"AE Wealth Ma0gement, LLC",Library,True,True
2023-04-27,18:00:00,DN-019009,John Douglas Congdon,McKinney,TX,Collin College Conference Center,taxes_in_retirement_567,24,0.63,15,23,21,42.47,5,0,0.22,178.73,2023-04-11,15.0,64747,30.17,67900,,,Business/Conference Center,True,True
2024-10-14,16:00:00,DN-023834,Tiffany Anne Welka,Thomaston,GA,Hightower Memorial Library,taxes_in_retirement_567,24,0.79,19,22,21,23.44,8,0,0.36,63.86,2024-09-30,9.0,37291,30.17,6300,Purshe Kaplan Sterling Investments,Coppell Advisory Solutions LLC,Library,True,True
2024-06-18,18:00:00,DN-024162,Kevin Paul Bard,West Chester Township,OH,India0 Wesleyan University - Cincin0ti Campus,taxes_in_retirement_567,48,0.46,22,25,21,81.97,9,0,0.36,231.25,2024-06-04,12.0,57148,30.12,71200,,"CreativeOne Wealth, LLC",University/College,True,True
2024-09-26,11:00:00,DN-024721,Eric Fritts,Spring Hill,TN,Longview Recreation Center,taxes_in_retirement_567,24,0.88,21,29,21,32.88,13,2,0.45,69.38,2024-09-10,11.0,44760,30.12,19700,,Brookstone Capital Ma0gement LLC,Community Center,True,True
2024-08-13,18:00:00,DN-023092,Winter Andrew Troxel,Sandy Spring,MD,Sandy Spring Friends School,taxes_in_retirement_567,36,0.75,27,32,21,61.51,10,0,0.31,167.86,2024-07-30,21.0,96495,29.96,38900,,"Kestra Advisory Services, LLC",Public Schools,True,True
2023-05-17,18:30:00,DN-019970,John Carson Bennett,Cumming,GA,Forsyth County Public Library - Hampton Park Library,taxes_in_retirement_567,36,0.36,13,22,21,55.02,4,0,0.18,261.39,2023-04-27,18.0,86375,29.94,44100,,"Reliastar Capital Ma0gement, Inc.",Library,True,True
2024-04-11,11:00:00,DN-022699,Eric Fritts,Brentwood,TN,The John P. Holt Brentwood Library,taxes_in_retirement_567,48,0.48,23,29,21,78.38,17,0,0.59,110.54,2024-03-28,12.0,54976,29.94,50900,,Brookstone Capital Ma0gement LLC,Library,True,True
2023-11-30,18:00:00,DN-021229,Bradley Stephen Senita,Grove City,OH,Southwest Public Library - Grove City Library,taxes_in_retirement_567,24,0.83,20,24,21,34.9,5,0,0.21,142.07,2023-11-15,11.0,49022,29.9,61300,,,Library,True,True
2023-11-29,11:00:00,DN-021229,Bradley Stephen Senita,Grove City,OH,Southwest Public Library - Grove City Library,taxes_in_retirement_567,24,0.83,20,26,21,34.9,8,0,0.31,96.19,2023-11-15,11.0,49022,29.9,61300,,,Library,True,True
2023-05-09,18:30:00,DN-018520,Chad Michael Ensign,Apache Junction,AZ,Central Arizo0 College - Superstition Mountain Campus,taxes_in_retirement_567,24,0.71,17,23,21,67.6,6,0,0.26,222.98,2023-04-19,19.0,83765,29.86,74900,,"AE Wealth Ma0gement, LLC",University/College,True,True
2024-09-24,18:00:00,DN-024379,Karen Meyer Holland,Belmont,NC,City of Belmont Parks & Recreation,taxes_in_retirement_567,48,0.46,22,26,21,82.47,12,0,0.46,166.5,2024-09-10,13.0,58037,29.84,54100,,Coppell Advisory Solutions LLC,Community Center,True,True
2024-11-06,18:00:00,DN-024463,Kevin Luke Hittinger,Center Valley,PA,DeSales University,taxes_in_retirement_567,42,0.52,22,24,21,55.92,10,0,0.42,132.02,2024-10-23,16.0,102038,29.59,21000,LPL Fi0ncial LLC,"Bleakley Fi0ncial Group, LLC",University/College,True,True
2025-04-10,17:30:00,118033,David Fullmer,0mpa,ID,0mpa Public Library,taxes_in_retirement_567,70,0.31,22,23,21,81.53,12,0,0.52,142.67,2025-03-27,8.0,57892,29.57,43660,0,"AE Wealth Ma0gement, LLC",Library,True,True
2024-05-21,18:30:00,DN-023650,Ryan Michael Oliver,La Grange,KY,John W. Black Community Center,taxes_in_retirement_567,24,0.96,23,25,21,62.29,8,0,0.32,176.94,2024-05-07,14.0,61153,29.54,13600,"Parkland Securities, LLC",SPC,Community Center,True,True
2023-05-04,11:00:00,DN-018262,0te Joseph Miller,Lawrence,KS,Lawrence Public Library,taxes_in_retirement_567,36,0.47,17,21,21,71.2,8,0,0.38,177.32,2023-04-18,17.0,89206,29.53,25800,,"AE Wealth Ma0gement, LLC",Library,True,True
2024-04-10,11:00:00,DN-022799,Wallace Joseph Kennedy,Ocean View,DE,Bear Trap Dunes,estate_planning_567,24,0.58,14,21,21,45.41,11,0,0.52,79.15,2024-03-27,14.0,64718,29.47,20000,"Securities America, Inc.",,Golf Course,True,True
2024-04-11,11:00:00,DN-022799,Wallace Joseph Kennedy,Ocean View,DE,Bear Trap Dunes,estate_planning_567,24,0.92,22,25,21,45.41,15,1,0.6,69.1,2024-03-27,14.0,64718,29.47,20000,"Securities America, Inc.",,Golf Course,True,True
2024-02-26,18:00:00,DN-021774,Shea Swenson,Woods Cross,UT,Woods Cross Public Works Shops (X),taxes_in_retirement_567,48,0.5,24,24,21,77.66,16,0,0.67,101.93,2024-02-15,10.0,55603,29.33,0,,,Municipal Building,True,True
2023-03-16,18:30:00,DN-018148,Jennifer Rebbecca Lahaie,Greer,SC,Greer City Hall,taxes_in_retirement_567,24,0.92,22,24,21,46.46,14,1,0.58,64.25,2023-03-02,15.0,57101,29.29,57900,,"JEHM Wealth & Retirement, LLC",Municipal Building,True,True
2023-11-14,18:00:00,DN-020580,Matthew Ryan Hale,Charlottesville,VA,The Center at Belvedere,taxes_in_retirement_567,24,0.83,20,23,21,6.6,11,0,0.48,28.18,2023-09-12,6.0,22178,29.17,36300,Cetera Advisor Networks LLC,Cetera Investment Advisers LLC,Senior Center,True,True
2024-07-15,11:00:00,DN-023295,Reese Roberts,Newport Beach,CA,Mari0 Park Community and Sailing Center,estate_planning_567,36,0.72,26,28,21,46.18,14,0,0.5,77.31,2024-07-01,17.0,77718,29.11,55500,"NewEdge Securities, Inc.",,Community Center,True,True
2023-03-14,18:30:00,DN-018336,Rick O'Neal,Olathe,KS,Olathe Indian Creek Library,taxes_in_retirement_567,24,0.79,19,22,21,56.07,14,1,0.64,88.12,2023-02-28,16.0,71366,29.07,94600,"Madison Avenue Securities, LLC","Madison Avenue Securities, LLC",Library,True,True
2024-06-18,11:00:00,DN-023046,Gregg Charles Parker,Millbury,MA,Millbury Public Library,taxes_in_retirement_567,24,0.88,21,26,21,39.07,8,0,0.31,116.7,2024-06-04,14.0,57812,29.06,50600,"Geneos Wealth Ma0gement, Inc.","Geneos Wealth Ma0gement, Inc.",Library,True,True
2024-11-07,11:00:00,DN-023922,John Sergeant Puckett,Sugar Hill,GA,Sugar Hill Community Center,taxes_in_retirement_567,24,0.92,22,27,21,39.46,10,0,0.37,97.11,2024-10-21,15.0,57107,29.02,36600,Commonwealth Fi0ncial Network,Commonwealth Fi0ncial Network,Community Center,True,True
2024-11-04,11:00:00,DN-023922,John Sergeant Puckett,Sugar Hill,GA,Sugar Hill Community Center,taxes_in_retirement_567,24,0.92,22,29,21,39.46,13,0,0.45,80.23,2024-10-21,15.0,57107,29.02,36600,Commonwealth Fi0ncial Network,Commonwealth Fi0ncial Network,Community Center,True,True
2025-04-15,18:00:00,125634,Quintin Hardtner,Shreveport,LA,Shreve Memorial Library - Broadmoor Branch,taxes_in_retirement_567,36,0.44,16,22,21,44.22,7,0,0.32,127.06,2025-04-01,15.0,97814,28.93,74249,0,0,Library,True,True
2023-07-25,18:30:00,DN-020667,Michael Knox,Castle Rock,CO,Castle Rock Community Recreation Center,taxes_in_retirement_567,24,0.75,18,23,21,58.43,15,0,0.65,80.17,2023-07-11,16.0,68946,28.82,31200,,,Recreation Center,True,True
2024-04-24,13:00:00,DN-021743,John Sergeant Puckett,Johns Creek,GA,Northeast Spruill Oaks Library,taxes_in_retirement_567,36,0.78,28,31,21,53.8,18,2,0.58,80.45,2024-04-08,15.0,80269,28.82,96800,Commonwealth Fi0ncial Network,,Library,True,True
2024-01-30,18:00:00,DN-021005,Angela Rene Rehkop,Atlanta,GA,Emory Continuing Education,taxes_in_retirement_567,24,0.96,23,26,21,29.97,13,1,0.5,48.19,2024-01-16,10.0,42661,28.81,146600,"Geneos Wealth Ma0gement, Inc.",,University/College,True,True
2023-05-10,11:00:00,DN-019399,Jason Paul Hutchins,Westfield,IN,Westfield Washington Public Library,taxes_in_retirement_567,36,0.53,19,23,21,49.27,12,0,0.52,88.25,2023-04-25,14.0,92592,28.73,43200,,"CreativeOne Wealth, LLC",Library,True,True
2024-08-19,11:00:00,DN-024407,Edward Christian Quimby IV,Saratoga Springs,NY,Saratoga Independent School,taxes_in_retirement_567,24,0.75,18,20,21,36.76,8,0,0.4,82.89,2024-08-05,13.0,58994,28.66,24000,NYLIFE Securities LLC,Eagle Strategies LLC,Tech School,True,True
2025-03-10,18:00:00,118250,Eddie Patel,Chicago,IL,DePaul University - Levan Center,taxes_in_retirement_567,24,0.92,22,26,21,24.1,5,1,0.19,135.54,2025-02-24,9.0,38764,28.6,33101,0,Zendamentals,University/College,True,True
2023-03-16,18:00:00,DN-017516,Shea Swenson,Springville,UT,Springville Library,social_security_567,36,0.58,21,24,21,42.88,12,0,0.5,72.71,2023-03-02,15.0,58566,28.55,17200,,"Kinetic Investment Ma0gement, Inc.",Library,True,True
2024-08-07,12:00:00,DN-022224,Jeffrey Howard Burg,Scottsdale,AZ,Mustang Library,taxes_in_retirement_567,29,0.83,24,31,21,57.81,12,0,0.39,140.59,2024-07-24,16.0,91156,28.54,81100,"Cambridge Investment Research, Inc.","Cambridge Investment Research Advisors, Inc.",Library,True,True
2024-09-17,18:30:00,DN-024396,Chad Michael Ensign,Mesa,AZ,Mesa Public Library - Red Mountain Branch,taxes_in_retirement_567,24,0.96,23,26,21,26.18,10,1,0.38,75.99,2024-08-28,8.0,40416,28.5,76500,,"AE Wealth Ma0gement, LLC",Library,True,True
2023-10-09,15:00:00,DN-020482,Jason Christopher Lee,Sunbury,OH,The Community Library,taxes_in_retirement_567,46,0.48,22,24,21,56.93,15,1,0.63,79.7,2023-09-25,9.0,42037,28.44,12400,"Parkland Securities, LLC",SPC,Library,True,True
2024-09-30,11:00:00,DN-024517,Robert Nicholas Boswell,Media,PA,Media-Upper Providence Free Library,taxes_in_retirement_567,36,0.64,23,27,21,41.27,19,3,0.7,53.44,2024-09-16,22.0,112081,28.36,74500,"Equity Services, Inc.","Equity Services, Inc.",Library,True,True
2023-11-08,18:30:00,DN-021199,Chad Michael Ensign,Apache Junction,AZ,Apache Junction Multi-Generatio0l Center (MGC),taxes_in_retirement_567,24,0.5,12,22,21,61.99,6,0,0.27,220.42,2023-10-23,15.0,70418,28.17,61300,,"AE Wealth Ma0gement, LLC",Recreation Center,True,True
2024-10-28,11:00:00,DN-024757,Bradley D Vey,Saline,MI,Saline Recreation Center,social_security_567,36,0.58,21,23,21,45.69,16,0,0.7,63.01,2024-10-14,17.0,56769,28.17,15300,,"Foguth Wealth Ma0gement, LLC.",Library,True,True
2023-11-01,18:00:00,DN-020038,Michael David Neben,Omaha,NE,Scott Conference Center - University of Nebraska at Omaha's Scott Campus,taxes_in_retirement_567,48,0.42,20,22,21,52.5,11,0,0.5,103.33,2023-10-18,14.0,83923,28.15,111500,"The Patriot Fi0ncial Group, LLC","The Patriot Fi0ncial Group, LLC",Business/Conference Center,True,True
2024-09-30,18:00:00,DN-024552,Tiffany Anne Welka,Dearborn Heights,MI,Richard A. Young Recreation Center,taxes_in_retirement_567,24,0.96,23,25,21,39.39,11,1,0.44,78.11,2024-09-16,11.0,60360,28.06,105900,Purshe Kaplan Sterling Investments,Coppell Advisory Solutions LLC,Community Center,True,True
2024-01-12,11:00:00,DN-021930,Christopher Grant Conness,Wilton Manors,FL,The Pride Center at Equality Park,taxes_in_retirement_567,36,1.0,36,37,21,41.63,16,1,0.43,94.7,2023-12-27,11.0,80132,28.06,167700,"Madison Avenue Securities, LLC","Global Wealth Ma0gement Investment Advisory, Inc.",Community Center,True,True
2023-03-07,18:30:00,DN-018890,Chad Michael Ensign,Apache Junction,AZ,Apache Junction Multi-Generatio0l Center (MGC),taxes_in_retirement_567,24,0.88,21,22,21,58.82,12,0,0.55,96.17,2023-02-20,15.0,69338,27.99,69000,,"AE Wealth Ma0gement, LLC",Recreation Center,True,True
2023-05-23,18:00:00,DN-018812,Brian David Drolet,Roanoke,TX,Roanoke Recreation Center,taxes_in_retirement_567,24,0.79,19,21,21,46.74,11,0,0.52,85.36,2023-05-08,15.0,73574,27.96,52500,"Securities America, Inc.",Arbor Point Advisors,Recreation Center,True,True
2025-01-13,13:00:00,118307,Matthew Goolsby,Belton,MO,High Blue,taxes_in_retirement_567,60,0.28,17,23,21,51.95,10,2,0.43,109.1,2025-01-07,4.0,39212,27.82,23742,0,Foundations Investment Advisors LLC,Recreation Center,True,True
2023-11-29,18:00:00,DN-020729,Syed Saeed,Fishers,IN,Delaware Township Government Center,estate_planning_567,36,0.69,25,31,21,34.41,14,0,0.45,80.15,2023-11-20,10.0,59606,27.71,76700,,,Community Center,True,True
2025-03-11,18:30:00,121910,Chad Ensign,Mesa,AZ,Red Mountain Multigeneratio0l Center,taxes_in_retirement_567,24,0.79,19,24,21,47.15,13,0,0.54,73.8,2025-02-19,17.0,66348,27.71,54911,0,"AE Wealth Ma0gement, LLC",Other,True,True
2024-04-22,18:00:00,DN-022429,Timothy Adam Beauregard,Wesley Chapel,FL,Pasco-Her0ndo State College Porter Campus at Wiregrass Ranch,taxes_in_retirement_567,24,0.83,20,23,21,29.38,12,1,0.52,52.79,2024-04-15,7.0,47800,27.66,55100,,,University/College,True,True
2025-04-08,11:00:00,123498,Matthew Glova,Raleigh,NC,Greystone Recreation Center,estate_planning_567,36,0.89,32,39,21,40.39,21,0,0.54,39.53,2025-03-25,11.0,56946,27.66,45849,Commonwealth Fi0ncial Network,Commonwealth Fi0ncial Network,Recreation Center,True,True
2023-03-06,18:00:00,DN-018509,Ethan C Adams,Floyds Knobs,IN,American Legion Post 42,taxes_in_retirement_567,48,0.42,20,21,21,83.17,12,0,0.57,145.55,2023-02-20,12.0,63225,27.63,22200,,Brookstone Fi0ncial,Frater0l/Veteran Organizations,True,True
2023-09-11,11:00:00,DN-017360,Reid Mathews,Conway,SC,Horry Georgetown Technical College - Conway Campus,taxes_in_retirement_567,24,0.79,19,25,21,29.31,13,0,0.52,44.29,2023-08-28,10.0,46811,27.55,52800,,FIG Fi0ncial Independence Group Inc.,University/College,True,True
2024-07-23,18:00:00,DN-023569,John Cabot Herron,Hermantown,MN,Hermantown Municipal Complex,taxes_in_retirement_567,36,0.56,20,22,21,45.57,8,0,0.36,117.33,2024-07-09,15.0,72808,27.54,14600,"Osaic Wealth, Inc.","Osaic Wealth, Inc.",Municipal Building,True,True
2024-11-13,18:00:00,DN-024864,James C Sexton,Hudson,OH,Hudson Library & Historical Society,taxes_in_retirement_567,24,0.67,16,21,21,8.36,12,0,0.57,13.46,2024-10-30,4.0,13969,27.53,23800,,"Western Reserve Capital Ma0gement, LLC",Library,True,True
